age,income,data_usage,budget,international_calls,high_speed_internet,plan_id
52,19249,9,117,1,0,4
66,3847,12,66,0,1,4
54,803,5,89,0,1,2
71,1755,15,92,0,1,4
38,3368,10,127,1,0,4
38,388,14,133,1,1,4
45,2163,11,93,1,1,4
23,8972,11,98,0,1,4
37,11213,14,106,0,1,4
53,3811,12,98,1,1,4
30,2424,6,44,0,1,2
57,5366,9,21,0,1,3
28,4088,9,23,0,0,3
41,863,15,107,0,0,4
36,2271,9,104,0,1,4
40,4571,11,50,0,1,4
48,68,8,81,1,1,4
54,2568,11,106,1,1,4
54,2755,9,98,0,0,4
20,6483,9,62,0,0,4
51,969,13,62,0,1,4
46,3336,14,141,0,1,4
20,386,9,123,0,1,4
32,1737,9,50,0,1,4
24,3126,9,141,1,1,4
20,645,11,68,0,1,4
64,1584,13,67,0,0,4
60,5063,7,103,1,1,3
33,6220,6,128,0,0,1
62,5836,13,123,0,1,4
51,656,11,99,1,1,4
37,932,13,137,1,1,4
61,2655,8,126,0,1,4
70,1878,11,126,0,0,4
56,2404,10,57,0,1,4
50,1397,10,138,1,0,4
31,17646,12,143,1,1,4
73,959,14,116,1,1,4
59,6474,18,122,0,1,4
52,10734,10,77,0,1,4
28,1209,12,136,1,1,4
71,12421,7,52,1,1,3
37,17715,6,149,1,0,3
47,2076,16,50,1,0,4
70,4698,13,149,1,1,4
75,1398,9,25,0,1,3
45,12135,8,113,1,1,4
32,482,16,119,0,0,4
55,1133,13,70,0,1,4
67,6979,7,45,1,1,2
30,5894,14,94,0,1,4
64,3403,9,100,1,1,4
52,7592,14,111,0,0,4
64,432,9,128,1,1,4
41,7084,12,98,0,1,4
73,3933,6,40,1,1,2
18,6338,10,121,0,1,4
59,2033,9,143,0,0,4
41,9873,15,69,0,0,4
44,7766,12,32,1,1,3
35,2468,8,79,0,1,4
75,1684,7,49,0,1,2
43,3502,9,96,0,0,4
46,1096,16,149,0,1,4
25,2189,6,149,0,1,2
61,9478,12,132,0,1,4
43,1437,7,53,0,1,2
22,1070,19,120,1,1,4
50,13106,6,129,0,1,2
57,4469,12,129,1,0,4
22,4271,11,92,0,1,4
66,3478,12,65,0,1,4
64,1317,9,124,0,1,4
53,14232,13,59,0,1,4
30,2194,14,135,0,1,4
34,372,12,91,0,1,4
30,1889,12,31,0,1,3
42,12812,12,50,1,1,4
75,2656,14,77,1,0,4
19,11162,12,83,0,1,4
41,3523,16,64,0,1,4
53,1695,10,40,0,1,3
42,1492,12,115,1,1,4
51,8567,12,87,1,0,4
29,5542,7,64,0,1,2
36,871,8,117,0,1,4
67,6126,6,110,0,1,2
59,2294,11,101,0,1,4
47,2377,11,52,0,1,4
54,14120,12,60,0,1,4
60,22183,6,113,0,0,1
18,1413,4,115,0,1,2
20,346,12,51,0,0,4
66,3520,9,114,1,0,4
43,8575,6,27,0,1,1
32,2347,8,73,1,1,4
63,1617,13,133,0,1,4
73,1084,6,134,0,1,2
64,3157,7,85,0,0,1
65,720,10,63,1,1,4
45,2138,8,70,0,1,4
21,2116,7,69,0,0,1
36,4986,10,20,0,0,3
41,6954,12,38,1,1,3
74,1922,14,119,0,1,4
57,893,11,149,1,1,4
23,817,13,138,0,1,4
33,7520,9,59,0,1,4
49,13096,14,40,0,1,3
47,876,9,35,0,1,3
52,19555,8,142,0,0,4
25,19461,10,93,0,1,4
22,1289,9,115,0,1,4
54,2548,16,45,0,0,3
29,6231,9,141,0,1,4
42,2855,20,74,0,1,4
50,2045,8,42,0,1,3
56,8936,9,88,0,1,4
41,6200,12,25,0,1,3
28,1227,16,118,0,1,4
59,5212,14,137,0,0,4
52,4116,12,71,0,1,4
57,2574,12,98,1,1,4
18,1906,8,123,0,1,4
25,1137,18,120,0,1,4
40,2306,13,79,0,1,4
37,1822,8,92,0,1,4
49,5081,9,108,0,1,4
28,11012,12,81,1,1,4
24,2030,8,22,0,1,3
75,3940,9,84,1,1,4
47,1218,10,136,1,0,4
65,2774,10,91,0,1,4
56,5960,7,22,1,1,1
30,2590,11,84,1,1,4
59,2138,3,61,0,1,2
66,2059,10,98,0,0,4
20,4183,12,76,0,1,4
24,2738,12,56,0,1,4
60,1284,10,49,1,1,3
30,8732,7,118,1,1,3
54,1622,16,73,0,0,4
42,10438,6,107,0,1,2
40,896,10,28,0,1,3
68,23512,15,147,1,1,4
64,10739,7,107,1,1,3
50,969,6,80,1,1,3
22,3085,11,99,0,1,4
49,3200,7,47,0,1,2
47,1464,6,77,0,0,1
48,11014,14,104,0,1,4
30,7091,14,118,1,1,4
59,7755,8,149,1,0,4
22,7214,8,53,0,0,4
40,1626,14,121,1,1,4
18,4312,10,142,0,1,4
27,5106,10,74,1,1,4
67,1035,8,31,0,1,3
44,1914,5,45,1,1,2
71,4465,9,115,0,1,4
25,806,13,105,0,1,4
69,3671,10,106,1,1,4
20,2722,11,64,1,1,4
36,689,6,73,1,1,3
68,6464,11,77,1,1,4
19,18292,5,72,1,1,3
66,2282,10,50,0,0,4
48,1794,13,23,0,1,3
65,3529,7,142,1,1,3
70,5324,13,36,0,1,3
27,959,8,88,1,1,4
70,5544,7,131,0,0,1
33,3189,6,39,0,1,2
54,562,8,91,0,1,4
37,1773,13,64,1,1,4
20,2967,7,20,0,1,1
52,1968,8,115,1,1,4
51,3830,5,25,1,1,1
38,3013,9,94,1,1,4
53,1516,7,147,0,1,2
49,13459,8,134,1,0,4
71,605,8,115,1,0,4
35,1471,14,146,0,0,4
51,7697,12,133,0,1,4
73,5502,10,90,0,1,4
55,2867,8,129,0,1,4
20,13799,10,82,1,1,4
70,1336,11,75,0,1,4
20,6424,11,145,0,1,4
44,717,14,55,1,1,4
19,2525,7,54,1,1,3
20,4298,9,31,0,1,3
34,5147,8,149,0,1,4
63,1771,5,41,0,1,2
56,905,13,41,1,1,3
71,18126,9,27,0,1,3
70,2919,12,56,0,1,4
55,1093,5,119,0,1,2
57,1759,11,67,1,0,4
36,7489,10,122,0,1,4
36,9959,11,33,0,1,3
61,1625,10,77,0,1,4
22,21786,8,54,0,1,4
22,1773,15,38,0,1,3
31,1645,15,36,0,1,3
44,1417,16,34,0,0,3
66,1290,6,30,0,1,2
65,3988,6,52,1,0,3
53,1751,10,98,1,1,4
74,1157,14,84,0,1,4
57,1909,6,58,1,1,3
52,7494,11,43,0,1,3
38,406,9,89,0,1,4
22,5433,7,100,0,1,2
72,1155,8,83,0,1,4
41,12031,17,142,0,1,4
74,17748,12,104,1,1,4
56,2265,15,117,0,1,4
67,16621,11,95,0,0,4
41,1396,8,65,0,1,4
57,817,8,63,1,1,4
60,562,14,49,0,1,3
63,644,5,50,0,1,2
67,3062,7,149,0,1,2
30,935,16,92,0,1,4
55,36701,11,145,0,1,4
62,1779,12,74,1,0,4
75,1390,11,76,0,1,4
18,1714,12,102,1,1,4
60,4638,7,131,0,1,2
56,5143,8,46,1,1,3
27,8088,9,103,0,1,4
19,3942,12,49,0,1,3
33,11448,10,89,0,1,4
54,3117,10,145,0,1,4
33,3764,6,127,1,1,3
40,4509,9,93,1,0,4
43,2716,6,127,0,1,2
33,3063,9,129,0,1,4
44,1344,6,93,1,1,3
64,704,9,63,0,1,4
58,10223,6,121,0,1,2
47,2483,12,75,0,1,4
50,1302,7,112,0,1,2
49,4023,20,104,0,1,4
26,11032,8,46,0,1,3
28,6693,10,52,0,1,4
54,7771,9,91,0,1,4
23,1109,7,112,0,1,2
47,1266,9,76,0,0,4
57,1742,6,46,1,0,1
32,4787,7,55,1,1,3
65,5237,10,110,1,1,4
47,3231,10,116,0,0,4
35,11949,13,25,0,1,3
29,3345,8,43,1,0,3
72,7491,11,51,0,1,4
21,461,8,75,1,1,4
74,5206,14,130,0,1,4
71,25776,11,149,0,1,4
33,3949,12,60,1,0,4
40,2867,12,94,1,1,4
28,3801,13,117,1,0,4
71,3297,13,105,1,1,4
41,1004,6,97,1,1,3
39,4159,6,60,0,1,2
56,1893,10,108,1,1,4
73,2555,10,104,0,1,4
32,1504,9,108,0,1,4
66,6036,11,99,0,0,4
32,769,10,149,0,1,4
27,2065,10,130,0,1,4
45,9001,8,148,0,1,4
53,8464,10,39,0,1,3
71,2467,11,115,0,1,4
34,487,9,130,0,1,4
53,13233,6,51,0,1,2
39,2300,7,44,0,1,2
40,1822,10,124,0,0,4
46,3639,9,30,1,1,3
39,3733,7,45,0,1,2
28,2366,9,127,1,1,4
53,3287,10,107,0,1,4
61,4161,18,146,0,1,4
46,858,10,71,0,1,4
72,1630,9,120,1,1,4
59,6323,9,60,0,1,4
49,11198,10,23,1,1,3
31,7869,8,29,0,1,3
35,1606,7,135,0,1,2
55,6699,5,49,0,1,2
54,1469,9,116,0,1,4
51,1867,11,86,0,1,4
74,1075,5,113,0,1,2
62,2322,8,27,0,1,3
40,1796,7,36,0,0,1
49,9309,10,77,1,0,4
63,873,6,111,0,1,2
20,5781,10,84,0,1,4
72,15056,7,50,0,0,1
60,2267,14,41,0,1,3
39,13697,9,24,0,1,3
40,695,10,125,1,1,4
21,11187,14,46,0,1,3
30,947,14,21,0,1,3
49,3191,6,82,0,1,2
75,836,8,44,1,1,3
46,4808,12,44,0,1,3
57,22503,11,76,0,1,4
57,1848,7,142,0,1,2
72,702,12,24,1,1,3
62,2044,8,68,0,1,4
72,7353,5,62,1,1,3
27,4562,7,81,0,1,2
30,56357,12,149,1,1,4
62,3042,4,131,0,1,2
73,11834,12,21,0,1,3
34,488,11,96,0,1,4
55,16011,13,40,0,0,3
19,2887,11,116,1,0,4
34,2736,7,25,0,1,1
61,593,10,67,0,1,4
43,1603,7,117,1,1,3
72,2250,15,75,0,0,4
55,4942,10,21,1,1,3
54,2626,10,104,1,1,4
22,26859,13,108,1,1,4
42,444,12,79,0,1,4
26,4986,10,146,0,1,4
45,228,13,119,0,1,4
39,2780,9,77,0,1,4
46,4712,15,69,0,0,4
52,2263,9,40,0,1,3
72,12370,11,41,0,1,3
37,6106,7,97,0,1,2
22,4529,4,42,1,0,1
56,4234,10,27,0,1,3
61,1544,8,120,1,1,4
49,2310,5,39,1,1,2
56,27825,11,140,0,1,4
27,2306,13,68,0,1,4
57,1014,10,106,0,1,4
34,13904,7,80,0,1,2
54,8276,13,96,1,1,4
32,2573,18,119,1,1,4
26,1095,4,64,1,1,3
49,12117,7,141,1,1,3
40,2069,10,26,1,1,3
28,5970,9,103,0,1,4
30,8096,10,35,0,1,3
35,2747,12,138,0,0,4
66,7589,11,135,0,1,4
73,2250,12,113,1,1,4
26,1519,26,65,0,1,4
59,613,6,132,1,0,3
22,8048,8,88,1,1,4
60,1935,4,77,0,1,2
39,3380,8,122,1,1,4
49,3864,5,69,1,1,3
64,3635,6,130,0,1,2
19,1994,16,43,1,1,3
38,1887,15,149,1,1,4
45,3239,7,55,1,0,3
69,269,7,66,0,1,2
41,302,12,27,0,1,3
41,5977,9,72,1,1,4
31,14157,10,56,0,1,4
54,5266,14,79,0,1,4
44,14823,8,129,0,1,4
41,6025,7,113,0,1,2
23,4637,7,149,0,0,1
43,831,10,110,1,1,4
71,4104,8,71,0,1,4
32,1401,6,35,0,1,2
46,767,8,84,0,1,4
53,5601,9,110,0,0,4
27,3727,5,52,0,1,2
45,3919,12,22,0,1,3
68,2244,14,65,0,1,4
26,15961,5,21,0,1,1
38,6041,18,81,1,1,4
75,1504,10,147,0,1,4
27,2783,7,131,0,0,1
21,668,9,108,0,1,4
71,871,12,76,0,0,4
21,1806,5,52,1,0,3
23,3585,10,106,1,1,4
43,3114,9,46,1,1,3
57,2782,7,114,0,0,1
33,90,4,25,0,1,1
25,817,9,121,0,0,4
45,1625,14,61,0,1,4
33,5712,12,44,1,1,3
55,2046,19,136,0,1,4
66,3215,12,138,0,1,4
18,2137,9,29,0,1,3
36,13399,7,53,0,0,1
67,3903,13,130,0,1,4
34,2163,13,58,0,1,4
66,12756,11,43,0,1,3
45,1734,9,90,0,1,4
61,2240,11,47,0,1,3
29,675,7,90,1,1,3
23,6185,11,36,0,1,3
24,2966,5,28,0,1,1
25,5137,11,126,0,0,4
20,12209,9,98,0,1,4
66,18017,8,70,0,1,4
38,2129,11,81,1,1,4
25,3669,8,138,1,1,4
45,3678,10,89,0,1,4
47,3944,12,123,1,1,4
49,2836,9,51,1,1,4
28,9809,10,117,0,1,4
37,1994,9,20,0,1,3
67,19134,14,148,0,1,4
33,2005,12,46,0,1,3
42,1422,9,149,0,0,4
62,1361,6,50,1,0,3
26,1772,9,20,1,1,3
68,2953,11,64,0,1,4
56,587,9,130,0,1,4
66,491,5,87,0,1,2
57,1312,11,86,0,1,4
57,3407,7,44,0,0,1
20,3623,13,133,0,0,4
33,2278,12,96,0,1,4
29,3361,7,24,0,1,1
32,2122,11,77,1,1,4
70,1648,12,142,0,1,4
21,6013,11,40,0,1,3
40,3600,9,144,0,1,4
44,4346,12,93,0,1,4
56,2948,11,53,0,1,4
60,3562,11,99,1,1,4
73,5251,8,21,0,1,3
54,20653,9,74,0,1,4
30,1904,10,41,0,1,3
60,1624,8,54,0,1,4
54,12315,9,73,1,1,4
57,1590,5,130,1,1,3
38,2953,10,67,0,1,4
46,1645,13,73,1,0,4
46,8150,12,97,0,1,4
66,2175,5,113,0,0,1
28,1289,12,127,1,0,4
68,1752,11,93,1,1,4
67,6061,8,80,1,1,4
45,3058,11,57,0,1,4
27,2986,8,41,0,0,3
22,4706,15,48,0,1,3
73,911,8,115,0,1,4
74,4689,6,128,1,1,3
42,11740,8,76,0,1,4
50,7690,16,54,0,0,4
34,1674,12,85,1,1,4
66,2167,5,44,0,1,2
50,762,11,148,0,1,4
42,2870,12,140,0,1,4
50,487,11,136,0,1,4
72,923,11,102,0,1,4
71,1976,7,144,0,0,1
26,1422,12,74,0,1,4
44,5185,6,129,0,1,2
42,11811,13,134,0,1,4
21,3664,8,113,1,1,4
26,8186,7,29,0,1,1
63,2853,10,110,0,1,4
32,4619,4,119,0,1,2
33,2789,9,80,1,0,4
33,6751,9,105,0,0,4
30,13764,10,78,0,1,4
31,6879,12,142,1,1,4
39,638,10,134,0,1,4
38,1000,9,126,0,1,4
26,4002,10,90,0,0,4
72,3276,9,105,0,1,4
58,8402,13,96,1,1,4
70,2426,12,88,1,1,4
21,1367,15,41,1,1,3
27,1699,15,38,1,1,3
52,1843,9,40,0,0,3
70,3462,9,52,0,1,4
26,4368,11,31,0,1,3
68,8601,9,28,1,1,3
65,917,10,55,0,0,4
33,1623,11,96,0,1,4
66,8149,16,102,0,1,4
35,5725,9,131,0,1,4
27,7339,8,87,1,1,4
38,6009,14,127,0,1,4
68,1113,10,146,0,1,4
71,15467,10,58,0,1,4
32,1204,11,54,0,1,4
32,4023,7,94,0,1,2
28,14328,9,66,1,1,4
57,645,17,57,0,0,4
71,3385,16,94,1,1,4
65,906,9,27,0,0,3
59,8231,15,44,1,1,3
58,994,11,121,1,0,4
64,1215,11,128,1,1,4
71,4530,4,128,0,1,2
54,5878,7,134,0,1,2
37,3625,11,62,1,1,4
51,5637,12,132,1,1,4
39,6819,8,113,0,1,4
65,4016,12,119,0,1,4
35,2185,9,94,0,1,4
33,733,16,138,0,1,4
22,1051,10,110,1,1,4
18,7475,5,144,0,1,2
36,4092,8,98,1,1,4
27,2401,16,54,1,0,4
38,1774,5,101,0,1,2
30,712,10,111,0,1,4
72,7391,10,106,1,1,4
41,1713,12,77,0,1,4
40,2378,4,70,0,0,1
40,6837,10,111,0,0,4
28,1423,11,141,0,1,4
64,3550,12,135,1,1,4
19,2422,15,134,0,1,4
23,2933,8,96,0,1,4
70,1111,7,115,1,1,3
28,5018,9,100,0,1,4
32,4054,12,28,1,1,3
26,7291,22,148,0,1,4
29,3137,14,110,0,1,4
75,826,12,77,1,0,4
53,2412,4,135,0,0,1
45,753,11,140,1,1,4
40,15861,14,92,1,1,4
44,2092,14,123,0,1,4
41,3167,15,58,0,0,4
31,3731,7,77,0,0,1
71,2047,6,73,1,1,3
52,10213,7,63,0,1,2
44,3063,7,148,0,1,2
38,1350,19,44,0,1,3
66,2398,8,142,0,1,4
30,4178,8,45,1,1,3
25,1827,12,139,0,1,4
61,2222,9,62,0,1,4
61,4609,10,51,0,1,4
61,2427,13,68,1,1,4
51,3757,6,36,1,0,1
59,3609,5,44,0,1,2
40,1555,10,72,1,1,4
26,1796,8,29,1,0,3
18,565,12,23,0,0,3
53,9945,11,122,0,1,4
72,3991,9,85,0,0,4
63,2075,7,83,1,1,3
33,1433,14,43,0,1,3
42,401,9,36,0,1,3
35,697,8,125,0,1,4
51,15618,12,37,0,1,3
55,931,7,147,1,1,3
20,1968,14,128,0,1,4
37,7585,6,89,1,1,3
36,905,11,117,0,0,4
30,3801,10,33,1,1,3
34,1666,2,78,0,0,1
31,1620,7,53,0,1,2
47,3093,6,90,0,0,1
39,714,10,138,0,1,4
60,1856,11,113,0,1,4
65,2826,14,117,0,0,4
60,460,13,96,1,0,4
46,14250,7,84,0,1,2
67,11606,9,74,1,1,4
19,705,7,143,0,1,2
72,1419,19,22,1,1,3
70,11945,6,80,0,0,1
25,4046,11,88,0,1,4
31,3665,8,130,1,1,4
51,7273,9,135,0,1,4
30,5030,14,69,1,1,4
27,3078,18,70,0,1,4
25,1478,7,149,1,1,3
24,2945,12,139,0,1,4
30,13387,9,43,0,0,3
43,12244,11,137,0,0,4
73,2131,10,90,0,1,4
49,581,9,92,0,1,4
36,2360,7,103,1,0,3
73,203,16,129,0,1,4
32,5135,13,78,0,1,4
71,1767,7,99,0,1,2
19,1115,11,100,1,1,4
71,896,7,139,1,1,3
54,1698,11,80,0,1,4
36,924,11,102,0,1,4
50,5047,7,50,1,0,3
56,308,9,82,0,1,4
67,4993,8,72,0,0,4
50,6414,5,110,0,1,2
18,5776,13,32,0,1,3
56,1192,11,126,1,1,4
45,2380,7,145,0,1,2
34,2268,8,48,1,1,3
74,582,10,101,0,0,4
23,975,11,56,0,1,4
69,5380,8,94,0,1,4
61,978,12,43,0,1,3
37,12692,11,115,1,1,4
64,4644,8,134,0,1,4
30,1026,11,31,1,1,3
29,7696,11,141,1,1,4
47,2761,8,96,1,1,4
38,10227,11,124,1,1,4
19,3298,14,68,1,1,4
70,6162,14,48,0,0,3
35,5356,9,134,1,1,4
45,2187,7,146,1,0,3
21,2262,13,88,1,0,4
59,4564,12,60,1,1,4
60,4316,7,22,1,1,1
70,10295,6,132,0,0,1
23,6634,11,32,1,1,3
55,4659,5,103,0,1,2
26,598,19,42,0,0,3
37,7210,7,53,0,1,2
62,3526,7,106,0,1,2
47,1867,7,135,1,1,3
54,2741,10,80,0,0,4
55,229,9,64,1,1,4
21,13341,12,147,0,1,4
55,4267,9,55,0,1,4
67,17870,7,76,0,1,2
30,37565,6,88,1,1,3
72,206,10,69,0,0,4
52,1493,10,113,0,1,4
47,2304,13,96,0,1,4
59,3186,8,32,0,1,3
21,1161,9,61,0,1,4
42,9276,10,41,1,1,3
48,11882,15,20,1,1,3
64,637,6,102,0,0,1
29,6404,10,90,1,0,4
32,883,5,144,0,0,1
70,4228,15,116,0,1,4
74,1247,12,110,0,1,4
43,7964,14,135,1,1,4
75,8690,12,71,0,1,4
27,3278,8,95,0,1,4
29,13973,13,53,0,0,4
75,2046,8,24,0,0,3
39,4987,7,71,1,1,3
57,4779,10,54,1,0,4
70,2642,13,92,1,1,4
38,5898,13,149,1,1,4
52,6719,8,111,0,1,4
24,1617,10,20,1,1,3
35,4152,10,36,0,1,3
44,2768,8,121,0,1,4
52,3499,6,55,1,1,3
64,14368,15,129,0,1,4
19,1062,6,111,0,1,2
49,10190,12,87,1,0,4
32,1937,13,134,0,1,4
62,1954,10,114,0,1,4
41,1983,11,101,0,1,4
37,2731,9,116,1,0,4
27,3233,15,76,1,1,4
73,1489,12,130,0,1,4
41,315,7,109,0,1,2
41,4581,8,145,0,1,4
41,2216,4,133,0,1,2
57,997,7,24,0,1,1
65,2476,14,69,1,1,4
74,2671,6,78,1,1,3
65,28552,11,95,0,1,4
51,5373,17,35,0,0,3
58,8000,9,149,0,0,4
57,3571,8,53,0,0,4
28,3473,6,93,1,1,3
43,4130,16,124,0,1,4
18,856,6,37,0,1,2
47,1845,9,76,1,1,4
70,1577,7,67,0,1,2
60,1545,11,148,0,0,4
35,881,15,60,0,1,4
43,1536,8,127,0,0,4
70,8477,9,47,0,0,3
64,574,7,129,0,1,2
73,5387,5,128,0,1,2
26,27022,10,76,0,1,4
26,25900,10,103,0,0,4
18,2813,7,123,0,1,2
24,3622,5,21,0,1,1
61,14657,10,38,0,0,3
73,1286,13,134,1,1,4
59,14390,11,40,1,1,3
68,2864,9,52,0,1,4
33,16196,13,74,0,1,4
55,1347,11,65,0,1,4
28,5744,9,96,0,1,4
68,10309,7,112,0,1,2
42,3223,8,27,0,0,3
46,709,16,107,1,1,4
36,7773,7,127,0,0,1
35,5899,13,102,0,0,4
74,1430,14,119,0,1,4
64,4153,7,53,0,1,2
46,3019,12,148,0,1,4
33,1333,8,32,1,1,3
63,1127,8,45,0,1,3
57,607,7,83,0,0,1
25,6657,10,70,0,0,4
51,1684,12,51,0,1,4
23,5215,11,148,0,1,4
62,8193,12,102,1,1,4
62,1297,7,53,0,1,2
70,2721,9,20,0,1,3
47,898,7,147,0,1,2
61,7010,6,125,1,1,3
51,673,10,134,0,1,4
38,3887,9,90,1,1,4
69,2128,7,52,0,1,2
74,6927,3,143,1,1,3
29,2782,12,53,1,1,4
66,21660,6,82,0,1,2
23,2691,9,34,0,1,3
56,3482,11,52,1,1,4
23,6863,11,38,1,0,3
70,4877,11,39,1,1,3
21,1356,9,115,0,1,4
70,4049,10,35,1,1,3
26,1701,11,58,1,1,4
22,17804,15,109,0,1,4
27,347,7,91,0,1,2
64,10458,12,129,1,0,4
25,2808,9,51,0,0,4
40,819,10,137,0,1,4
21,794,11,74,1,1,4
75,3419,14,85,1,0,4
54,911,12,47,0,1,3
24,4787,10,133,0,0,4
23,2009,7,80,0,1,2
62,4189,14,76,0,0,4
68,674,7,110,0,1,2
59,262,18,38,0,1,3
32,760,15,90,0,0,4
52,15989,13,110,1,1,4
67,9847,8,133,0,1,4
49,6022,10,82,0,1,4
31,7086,14,65,0,1,4
52,4604,10,117,1,1,4
28,28803,9,57,0,1,4
27,2108,6,93,0,1,2
34,6046,9,141,0,1,4
30,2035,11,142,0,1,4
74,4713,15,133,0,1,4
51,12419,4,148,1,1,3
62,1670,10,79,0,1,4
68,488,4,121,1,1,3
22,1770,4,138,0,1,2
65,556,10,66,1,1,4
27,3614,11,79,1,1,4
49,2604,10,63,0,1,4
29,627,10,96,1,1,4
69,185,9,135,0,1,4
30,3047,13,119,0,0,4
38,87600,10,113,1,0,4
65,2309,13,24,0,0,3
71,1639,11,102,0,1,4
70,708,2,25,0,0,1
75,6094,12,113,0,1,4
50,1185,6,106,0,1,2
71,851,12,67,0,1,4
58,10003,10,90,0,1,4
65,1575,15,53,1,0,4
68,3394,5,105,0,1,2
64,5695,7,41,0,1,2
67,631,7,144,1,1,3
71,1317,14,115,0,1,4
49,19593,7,122,0,1,2
29,1392,7,107,0,1,2
63,1673,14,57,0,1,4
52,2009,10,93,0,0,4
53,8991,7,94,1,1,3
55,16050,6,135,0,1,2
65,3761,4,60,1,1,3
45,3159,12,84,1,0,4
30,1960,12,61,1,1,4
29,6934,13,40,1,1,3
39,1870,10,20,1,1,3
61,2570,3,51,0,0,1
19,17315,12,138,0,0,4
46,3552,11,79,0,1,4
30,5191,9,54,0,0,4
52,1929,9,71,0,1,4
30,2073,5,135,1,1,3
74,568,10,78,1,1,4
51,8003,7,118,0,1,2
36,2066,8,111,0,1,4
26,2360,7,102,0,0,1
69,10782,13,145,1,1,4
48,9889,20,148,0,0,4
50,1637,13,106,0,1,4
44,2013,19,42,0,1,3
62,423,17,110,0,1,4
19,5167,9,94,1,0,4
32,5296,11,47,0,1,3
36,1489,16,121,0,1,4
74,4225,7,64,0,0,1
48,6687,12,147,0,1,4
74,1123,18,99,0,1,4
33,2438,12,73,0,1,4
60,3706,12,21,0,1,3
32,4998,2,68,0,1,2
23,5332,12,128,0,1,4
31,2199,11,20,0,1,3
44,1396,8,40,0,1,3
55,560,15,69,0,0,4
36,2231,11,77,0,1,4
54,5562,8,108,0,1,4
60,18995,10,146,0,1,4
21,7396,11,22,0,1,3
75,3425,9,71,0,0,4
43,2972,6,109,0,1,2
26,1678,14,102,0,1,4
58,873,12,113,1,0,4
66,7289,5,111,0,0,1
57,10109,10,27,0,1,3
32,917,8,144,0,1,4
58,10463,5,52,0,1,2
54,3870,8,108,1,1,4
21,6854,8,99,0,0,4
43,18092,9,26,0,1,3
69,852,17,95,1,1,4
35,1087,13,141,0,1,4
58,2429,9,49,0,1,3
70,1278,7,27,1,0,1
52,1505,10,95,0,1,4
71,7455,9,29,0,1,3
58,3677,10,140,1,0,4
58,3887,8,23,0,0,3
46,3349,7,100,0,1,2
70,1697,4,140,0,0,1
41,3846,7,137,0,0,1
21,2663,8,21,1,0,3
38,7649,8,39,0,1,3
56,6043,15,143,1,1,4
24,4840,7,46,0,1,2
40,3177,12,82,0,1,4
57,2029,13,30,0,1,3
38,949,10,133,1,0,4
18,59351,3,33,0,1,2
58,2989,16,114,0,1,4
42,6215,11,33,0,1,3
48,7249,12,110,0,1,4
72,3140,12,59,0,1,4
61,2686,8,21,1,1,3
55,1717,2,63,1,1,3
62,625,11,46,0,1,3
22,19047,11,121,0,1,4
70,1849,7,46,1,0,1
48,1081,13,65,1,1,4
68,13528,7,33,0,1,2
75,2430,7,145,1,1,3
18,3529,9,132,1,1,4
71,1966,17,48,1,1,3
73,681,12,22,0,1,3
47,3153,12,39,0,0,3
35,2951,10,94,0,1,4
25,2062,11,51,1,1,4
73,8709,13,61,0,1,4
43,6241,7,81,0,0,1
57,12613,6,118,1,1,3
75,1134,10,51,0,0,4
32,5543,12,138,0,1,4
36,23569,9,110,0,1,4
27,5799,7,148,1,1,3
41,5767,12,88,1,1,4
33,3220,7,77,1,0,3
60,6459,13,107,0,1,4
48,1266,12,69,0,1,4
61,1619,9,134,0,1,4
33,1284,12,57,0,1,4
33,1984,6,145,0,1,2
45,2876,9,52,0,1,4
37,14053,11,48,0,0,3
52,9545,9,83,0,1,4
26,1077,7,106,1,1,3
57,1206,13,76,0,0,4
27,1698,2,97,0,0,1
62,1616,8,54,1,1,4
35,9425,9,83,0,0,4
62,15310,13,94,1,1,4
62,893,13,121,0,0,4
32,3925,11,93,0,1,4
62,2266,5,108,0,1,2
47,397,11,60,1,1,4
65,1500,7,126,0,1,2
49,2630,14,93,0,0,4
57,974,6,47,1,1,2
44,1794,10,42,0,1,3
44,6146,7,87,1,1,3
36,3380,11,147,0,0,4
27,7172,9,90,0,1,4
61,986,10,94,0,1,4
63,789,5,149,0,1,2
23,4945,12,20,0,1,3
70,6395,15,36,0,1,3
41,353,13,81,1,1,4
26,1789,12,32,0,1,3
44,10676,9,112,0,1,4
24,2988,15,69,0,1,4
23,937,13,143,1,1,4
71,634,8,94,0,1,4
50,5096,10,134,1,1,4
38,4222,13,28,0,1,3
63,18017,11,102,1,1,4
73,726,8,69,0,1,4
55,1220,5,76,0,1,2
61,7458,5,29,0,1,1
34,1509,9,119,1,1,4
48,479,10,90,0,0,4
54,2935,9,96,0,0,4
28,1248,10,31,1,1,3
45,7371,8,27,1,1,3
22,1789,13,124,0,1,4
29,4786,4,148,0,1,2
20,6783,16,55,0,1,4
73,3779,16,122,0,1,4
58,59915,11,52,0,0,4
55,3863,6,141,1,1,3
71,16536,8,55,0,1,4
19,1176,6,124,0,1,2
43,3081,8,138,1,1,4
19,9352,9,90,1,0,4
71,2741,11,25,0,1,3
29,4482,4,33,0,1,2
57,10731,9,87,0,1,4
19,4117,14,98,0,1,4
58,688,8,31,0,1,3
33,3405,12,60,0,1,4
